,id,price
0,12297872,234.63568303122065
1,3920205,159.99452092337924
2,26614345,161.8917414982061
3,7433172,191.2305685922929
4,17019744,90.71172294073494
5,49552,269.1161824615856
6,20211135,142.48415092625237
7,12112407,195.01720853718052
8,305809,122.31199228740206
9,3081334,175.94407053332725
10,12382693,175.81710598222708
11,29222263,10.122534256468498
12,9263993,117.43968367636808
13,18604933,163.67022576191175
14,35475839,141.09938156787575
15,26180235,155.47798823202993
16,41846848,161.58098270099254
17,34675962,210.43098178782202
18,27250038,114.03838922821706
19,22723004,206.92159791317226
20,41611658,181.1113726052663
21,28042771,162.27669764264465
22,13706343,238.71843986463045
23,42166001,153.3786833192862
24,28167828,222.24644597665247
25,23362883,162.87513630107696
26,27112526,205.22453785205926
27,17246951,155.64627939637376
28,12977264,143.22671698221257
29,8246207,286.14609207034937
30,24923528,146.35781293771652
31,38903493,233.8404388439767
32,28195199,70.33623454640929
33,21089629,168.23934866332002
34,39737442,204.3183258116178
35,8693789,239.83372198551388
36,7720600,110.9451966429342
37,24957355,191.96980116579198
38,18436756,155.06589106951196
39,19468487,155.50280243290854
40,22101591,152.52215181267457
41,6778319,169.95671163063798
42,24435237,173.0092208001306
43,18975725,200.04055756601974
44,13664635,163.0010377650242
45,19588679,167.9874547585032
46,32762878,243.612431902573
47,12196335,155.46879145792536
48,13131962,281.0915462185685
49,36411869,106.59462477554007
50,23192789,132.27396593257617
51,33679547,209.98409967634325
52,27545924,133.65854888160084
53,11713215,109.19763125157533
54,26328037,169.96346622368856
55,33412489,226.08372074530416
56,35931371,214.21361119093308
57,15038670,129.63034495286138
58,489832,279.3499684012095
59,19009709,193.46744020581627
60,14366430,226.24453242275285
61,37453441,203.86029962824432
62,15204031,191.00401714175769
63,26831484,205.33721627951218
64,1366513,109.30866979965867
65,27711346,373.884812029929
66,40592220,147.8597098649252
67,118117,231.55883990392067
68,40646070,85.41401326161395
69,21543730,172.24328087180584
70,42947192,271.1979621071396
71,3497617,159.3239131970804
72,16093425,199.7235105695654
73,30394318,349.8005788738965
74,15081563,138.94775217033566
75,13823153,206.4539724027809
76,16972379,159.92411926968634
77,1852798,185.48265770235776
78,8218517,269.94286635243134
79,22264063,149.3299238704658
80,37226773,255.71935345199472
81,11143534,140.59363195172045
82,17665299,185.28584227855572
83,30030055,230.44408081979782
84,39707771,231.62619544560584
85,16674000,52.02000303821751
86,3823159,267.6604013067072
87,9723190,82.83338863647987
88,16918636,181.52691848173436
89,1864232,246.8538016217708
90,37344101,207.4834708741546
91,33733808,178.6341013173378
92,4064519,108.30109074252687
93,14325757,156.94160368367375
94,35212473,168.5084886071936
95,33937030,331.24573473796954
96,1346133,172.09631840515522
97,28249498,224.22861129455032
98,32946508,176.4208963243018
99,9054138,209.63271954029005
100,18982204,173.104668379151
101,20530198,102.68206586718316
102,15911681,273.8387284955552
103,5875934,-43.94916659590308
104,42601022,235.75289986274493
105,24665438,181.84260734439886
106,18498898,135.48875839879202
107,41868328,162.2120492135573
108,19535996,148.8248336586812
109,10725464,158.627832115405
110,22148520,127.32139374720919
111,39055506,150.6516420304215
112,29819045,301.4072412258729
113,14435331,231.79443565399743
114,11417729,66.23091200635645
115,36751433,68.88129888408639
116,14362812,191.53665289101446
117,34671206,192.17383554834396
118,36517946,46.65196778784957
119,42462163,387.61018217284436
120,13706153,222.66273047513005
121,32349420,229.38266376427873
122,42446188,306.92636982237036
123,22202696,160.8688214473932
124,29701154,56.571275970618444
125,12464420,169.66444624349242
126,24577795,221.79191195810745
127,20030484,257.3929512626837
128,2345576,306.2859248597906
129,26761013,145.00195375018393
130,22609135,168.30891839070955
131,26941798,261.4771862922162
132,8434745,221.25605654768242
133,4774851,269.8097809914425
134,9209591,144.39044852674579
135,19175715,198.51575755890462
136,24716771,129.38482554069742
137,7632775,212.58829150719248
138,30855280,44.149339738223716
139,4355026,92.52354666904284
140,15371008,234.45291169848497
141,40446107,219.53756834624346
142,37288436,170.65179033871664
143,23502168,117.29467257305623
144,25508932,88.4733524283638
145,13594864,169.93056005345989
146,39491674,157.45876528600093
147,41514807,193.49767111152323
148,13370965,203.54368879697176
149,5718834,278.2954152072807
150,5087895,223.8828683175916
151,19319185,179.74280014823853
152,38288699,121.82931715544782
153,11051820,164.17315518897794
154,18389592,261.9906845386304
155,10479859,158.0957179567149
156,39523637,190.81188720655882
157,12929968,167.0903847464897
158,2535685,191.7805520109696
159,3893855,165.71404307293324
160,1805233,158.04484937570305
161,22859788,278.4458919018807
162,39413820,107.74430297157869
163,12895396,158.0875805778187
164,42823876,139.54680150002423
165,26035980,124.19583661688466
166,35989309,221.3871768104109
167,26402576,183.19881142962458
168,29175432,80.98897105985543
169,18030937,212.82845006732168
